,thresholds,fpr,tpr
0,4.6414079666137695,0.0,0.0
1,3.6414079666137695,0.0,1.649511744523621e-05
2,3.1512808799743652,0.0,0.0063176299815254685
3,3.1506502628326416,0.0,0.006350620216415941
4,2.9236626625061035,0.0,0.010292953285827395
5,2.922780752182007,0.0,0.010325943520717867
6,2.607050657272339,0.0,0.03503562945368171
7,2.607001543045044,0.0,0.03506861968857218
8,2.4198155403137207,0.0,0.05354315122723674
9,2.419649124145508,0.0,0.05357614146212721
10,2.395392417907715,0.0,0.05601741884402217
11,2.3952574729919434,0.0,0.05605040907891264
12,2.280606508255005,0.0,0.06771245711269465
13,2.2805733680725098,0.0,0.06774544734758511
14,2.231356620788574,0.0,0.07271047769860121
15,2.2309646606445312,0.0,0.07274346793349169
16,2.0338170528411865,0.0,0.09196027975719187
17,2.033712863922119,0.0,0.09199326999208235
18,1.4913420677185059,0.0,0.15696753760886778
19,1.4913415908813477,0.0,0.15700052784375826
20,1.2903612852096558,0.0,0.19304235946159937
21,1.2902594804763794,0.0,0.19307534969648985
22,1.235526442527771,0.0,0.20455595143837424
23,1.235440731048584,0.0,0.20458894167326472
24,1.0838302373886108,0.0,0.2367874109263658
25,1.083795189857483,0.0,0.23682040116125627
26,1.0817716121673584,0.0,0.23739773027183952
27,1.081724762916565,0.0,0.23743072050673
28,1.0225087404251099,0.0,0.24993401953021904
29,1.022507667541504,0.0,0.24996700976510952
30,0.8535749316215515,0.0,0.2908584059118501
31,0.8535677194595337,0.0,0.2908913961467406
32,0.8120171427726746,0.0,0.3024214832409607
33,0.811959445476532,0.0,0.30245447347585114
34,0.7361961603164673,0.0,0.3233372921615202
35,0.7361576557159424,0.0,0.32337028239641064
36,0.6991655826568604,0.0,0.3339271575613618
37,0.6990674734115601,0.0,0.3339601477962523
38,0.3518857955932617,0.0,0.44254750593824227
39,0.35187777876853943,8.01333418808898e-06,0.44254750593824227
40,0.3223845362663269,8.01333418808898e-06,0.45341778833465296
41,0.32236626744270325,8.01333418808898e-06,0.4534507785695434
42,0.31108859181404114,8.01333418808898e-06,0.45838281868566905
43,0.3110487163066864,8.01333418808898e-06,0.4584158089205595
44,0.24086008965969086,8.01333418808898e-06,0.5035134600158353
45,0.24085600674152374,8.01333418808898e-06,0.5035464502507258
46,0.23064154386520386,8.01333418808898e-06,0.5105238849300607
47,0.23063574731349945,1.602666837617796e-05,0.5105238849300607
48,0.2266605943441391,1.602666837617796e-05,0.5132290841910795
49,0.2266167849302292,1.602666837617796e-05,0.5132620744259699
50,0.20310774445533752,1.602666837617796e-05,0.541831617841119
51,0.2031075656414032,1.602666837617796e-05,0.5418646080760094
52,0.19820162653923035,1.602666837617796e-05,0.5568421747162839
53,0.19819939136505127,1.602666837617796e-05,0.5568751649511745
54,0.1981651335954666,1.602666837617796e-05,0.5569906307732911
55,0.19816388189792633,1.602666837617796e-05,0.5570236210081816
56,0.19798140227794647,1.602666837617796e-05,0.5577988915281077
57,0.1979786604642868,1.602666837617796e-05,0.5578318817629981
58,0.19688867032527924,1.602666837617796e-05,0.5614773027183954
59,0.1968851387500763,1.602666837617796e-05,0.5615102929532858
60,0.1953943967819214,1.602666837617796e-05,0.5680423594615994
61,0.19538725912570953,2.404000256426694e-05,0.5680423594615994
62,0.1923629194498062,2.404000256426694e-05,0.5807765901293217
63,0.1923590451478958,2.404000256426694e-05,0.5808095803642122
64,0.1918194591999054,2.404000256426694e-05,0.5832838479809976
65,0.191817507147789,2.404000256426694e-05,0.5833168382158881
66,0.19042161107063293,2.404000256426694e-05,0.5898489047242016
67,0.19042079150676727,2.404000256426694e-05,0.5898818949590922
68,0.18989253044128418,2.404000256426694e-05,0.5926200844550014
69,0.1898903101682663,2.404000256426694e-05,0.5926530746898918
70,0.18819120526313782,2.404000256426694e-05,0.6022367379255741
71,0.1881844699382782,2.404000256426694e-05,0.6022697281604645
72,0.18797659873962402,2.404000256426694e-05,0.6033254156769596
73,0.18797121942043304,2.404000256426694e-05,0.6033584059118501
74,0.18713952600955963,2.404000256426694e-05,0.6073997096859329
75,0.18713922798633575,2.404000256426694e-05,0.6074326999208234
76,0.18563275039196014,2.404000256426694e-05,0.6157297439957773
77,0.1856309324502945,2.404000256426694e-05,0.6157627342306677
78,0.18554070591926575,2.404000256426694e-05,0.6162575877540248
79,0.1855369657278061,3.205333675235592e-05,0.6162575877540248
80,0.18523751199245453,3.205333675235592e-05,0.6177751385589866
81,0.18523606657981873,3.205333675235592e-05,0.617808128793877
82,0.18518589437007904,3.205333675235592e-05,0.6181050409078913
83,0.18518489599227905,3.205333675235592e-05,0.6181380311427818
84,0.18270477652549744,3.205333675235592e-05,0.6302949326999209
85,0.1827002614736557,4.00666709404449e-05,0.6302949326999209
86,0.18180528283119202,4.00666709404449e-05,0.6354579044602797
87,0.18180380761623383,4.808000512853388e-05,0.6354579044602797
88,0.18049483001232147,4.808000512853388e-05,0.6430951438374242
89,0.18049415946006775,4.808000512853388e-05,0.6431281340723146
90,0.17947150766849518,4.808000512853388e-05,0.6485550277117973
91,0.17947086691856384,4.808000512853388e-05,0.6485880179466877
92,0.17884676158428192,4.808000512853388e-05,0.6519200316706255
93,0.1788448542356491,4.808000512853388e-05,0.651953021905516
94,0.17812567949295044,4.808000512853388e-05,0.6555654526260227
95,0.17812290787696838,4.808000512853388e-05,0.6555984428609132
96,0.17631205916404724,4.808000512853388e-05,0.6648522037476907
97,0.17630571126937866,4.808000512853388e-05,0.6648851939825812
98,0.17621280252933502,4.808000512853388e-05,0.6653470572710478
99,0.1762123703956604,5.609333931662286e-05,0.6653470572710478
100,0.17328549921512604,5.609333931662286e-05,0.6805720506730008
101,0.17328545451164246,6.410667350471184e-05,0.6805720506730008
102,0.16867341101169586,6.410667350471184e-05,0.7029724201636316
103,0.16866616904735565,7.212000769280082e-05,0.7029724201636316
104,0.16800646483898163,7.212000769280082e-05,0.7061889680654526
105,0.16800490021705627,8.01333418808898e-05,0.7061889680654526
106,0.16777855157852173,8.01333418808898e-05,0.7072446555819477
107,0.16777703166007996,8.814667606897879e-05,0.7072446555819477
108,0.16535183787345886,8.814667606897879e-05,0.7199129057798892
109,0.16535118222236633,8.814667606897879e-05,0.7199458960147797
110,0.1653086543083191,8.814667606897879e-05,0.7201933227764582
111,0.16530631482601166,8.814667606897879e-05,0.7202263130113487
112,0.16418927907943726,8.814667606897879e-05,0.7261480601741884
113,0.16418878734111786,8.814667606897879e-05,0.7261810504090789
114,0.16361971199512482,8.814667606897879e-05,0.72905120084455
115,0.16361938416957855,8.814667606897879e-05,0.7290841910794404
116,0.16339386999607086,8.814667606897879e-05,0.7303873053576141
117,0.163390651345253,9.616001025706777e-05,0.7303873053576141
118,0.1607671082019806,9.616001025706777e-05,0.7443091844813935
119,0.16076204180717468,9.616001025706777e-05,0.7443421747162839
120,0.15991906821727753,9.616001025706777e-05,0.7490267880707311
121,0.15991756319999695,0.00010417334444515674,0.7490267880707311
122,0.15938888490200043,0.00010417334444515674,0.7520124043283188
123,0.15938806533813477,0.00011218667863324572,0.7520124043283188
124,0.1591838300228119,0.00011218667863324572,0.7533814990762734
125,0.15917983651161194,0.0001202000128213347,0.7533814990762734
126,0.15885701775550842,0.0001202000128213347,0.7550475059382423
127,0.1588565856218338,0.0001202000128213347,0.7550804961731328
128,0.15835678577423096,0.0001202000128213347,0.7584949854842966
129,0.1583535522222519,0.0001202000128213347,0.7585279757191872
130,0.15808281302452087,0.0001202000128213347,0.7600785167590394
131,0.15808077156543732,0.00012821334700942368,0.7600785167590394
132,0.15757019817829132,0.00012821334700942368,0.7632455793085247
133,0.15756379067897797,0.00012821334700942368,0.7632785695434151
134,0.1571628600358963,0.00012821334700942368,0.765637371338084
135,0.15716250240802765,0.00013622668119751266,0.765637371338084
